Year,Country,Sector,Expenditure(million USD),GDP(%)
2020,Belarus,Total function,25552.107,41.63502
2020,Belarus,"Agriculture, forestry, fishing and hunting",1197.248,1.95082
2020,Belarus,"Mining, manufacturing and construction",365.653,0.5958
2020,Belarus,Transport,320.475,0.52219
2020,Belarus,Communication,35.184,0.05733
2020,Belarus,Fuel and energy,209.113,0.34073
2020,Belarus,Environment protection,63.869,0.10407
2020,Belarus,Housing and community amenities,1352.354,2.20355
2020,Belarus,Health,3241.153,5.28119
2020,Belarus,Education,3288.652,5.35858
2020,Belarus,Social protection,8354.748,13.61336
2020,Belarus,General public services,3498.949,5.70124
2020,Belarus,Defence,711.169,1.15879
2020,Belarus,Public order and safety,1430.479,2.33085
2020,Belarus,"Recreation, culture and religion",655.084,1.0674
2020,Belarus,"General economic, commercial and labour affairs",2.755,0.00449
2020,Belarus,Other industries,729.567,1.18877
2020,Belarus,RandD Economic affairs,12.189,0.01986
2020,Belarus,Economic affairs n.e.c.,83.465,0.136
2020,Belgium,Total function,309357.077,58.90139
2020,Belgium,"Agriculture, forestry, fishing and hunting",447.969,0.08529
2020,Belgium,"Mining, manufacturing and construction",28.326,0.00539
2020,Belgium,Transport,15648.201,2.97941
2020,Belgium,Communication,363.789,0.06927
2020,Belgium,Fuel and energy,596.912,0.11365
2020,Belgium,Environment protection,7594.005,1.44589
2020,Belgium,Housing and community amenities,2005.582,0.38186
2020,Belgium,Health,46319.936,8.81929
2020,Belgium,Education,34496.721,6.56815
2020,Belgium,Social protection,118675.661,22.59577
2020,Belgium,General public services,38573.447,7.34436
2020,Belgium,Defence,4726.293,0.89988
2020,Belgium,Public order and safety,9478.4,1.80468
2020,Belgium,"Recreation, culture and religion",6596.639,1.256
2020,Belgium,"General economic, commercial and labour affairs",21519.432,4.09729
2020,Belgium,Other industries,564.816,0.10754
2020,Belgium,RandD Economic affairs,1620.434,0.30853
2020,Belgium,Economic affairs n.e.c.,100.742,0.01918
2020,Brazil,Total function,677023.27,46.73749
2020,Brazil,"Agriculture, forestry, fishing and hunting",6352.059,0.43851
2020,Brazil,Transport,10578.683,0.73029
2020,Brazil,Communication,617.631,0.04264
2020,Brazil,Fuel and energy,746.24,0.05152
2020,Brazil,Environment protection,6832.935,0.4717
2020,Brazil,Housing and community amenities,17856.801,1.23272
2020,Brazil,Health,90948.737,6.27854
2020,Brazil,Education,71581.61,4.94155
2020,Brazil,Social protection,301640.169,20.82337
2020,Brazil,General public services,107109.961,7.39421
2020,Brazil,Defence,15897.218,1.09745
2020,Brazil,Public order and safety,41124.859,2.83901
2020,Brazil,"Recreation, culture and religion",2928.123,0.20214
2020,Brazil,"General economic, commercial and labour affairs",2808.244,0.19386
2020,Bulgaria,Total function,29141.332,41.48887
2020,Bulgaria,"Agriculture, forestry, fishing and hunting",645.487,0.91899
2020,Bulgaria,"Mining, manufacturing and construction",1.515,0.00216
2020,Bulgaria,Transport,2599.326,3.70069
2020,Bulgaria,Communication,69.468,0.0989
2020,Bulgaria,Fuel and energy,1143.647,1.62822
2020,Bulgaria,Environment protection,487.318,0.6938
2020,Bulgaria,Housing and community amenities,530.416,0.75516
2020,Bulgaria,Health,4102.286,5.84047
2020,Bulgaria,Education,2755.863,3.92356
2020,Bulgaria,Social protection,9175.048,13.06263
2020,Bulgaria,General public services,2601.808,3.70423
2020,Bulgaria,Defence,1045.024,1.48781
2020,Bulgaria,Public order and safety,1903.395,2.70989
2020,Bulgaria,"Recreation, culture and religion",598.508,0.8521
2020,Bulgaria,"General economic, commercial and labour affairs",1427.316,2.03209
2020,Bulgaria,Other industries,50.462,0.07184
2020,Bulgaria,RandD Economic affairs,4.352,0.0062
2020,Bulgaria,Economic affairs n.e.c.,0.087,0.00012
2020,Canada,Total function,837220.119,50.88174
2020,Canada,"Agriculture, forestry, fishing and hunting",7166.224,0.43552
2020,Canada,"Mining, manufacturing and construction",293.777,0.01785
2020,Canada,Transport,22664.086,1.3774
2020,Canada,Fuel and energy,8765.594,0.53273
2020,Canada,Environment protection,12396.053,0.75337
2020,Canada,Housing and community amenities,8284.665,0.5035
2020,Canada,Health,160176.395,9.73466
2020,Canada,Education,82696.774,5.02587
2020,Canada,Social protection,294121.623,17.87513
2020,Canada,General public services,97560.108,5.92918
2020,Canada,Defence,16090.636,0.9779
2020,Canada,Public order and safety,30218.782,1.83654
2020,Canada,"Recreation, culture and religion",14770.131,0.89765
2020,Canada,"General economic, commercial and labour affairs",74473.997,4.52613
2020,Canada,Economic affairs n.e.c.,7541.274,0.45832
2020,Chile,Total function,77279.862,30.57837
2020,Chile,Environment protection,434.962,0.17211
2020,Chile,Housing and community amenities,2393.815,0.94719
2020,Chile,Health,14768.072,5.84348
2020,Chile,Education,11832.974,4.68211
2020,Chile,Social protection,25668.578,10.15664
2020,Chile,General public services,7995.637,3.16374
2020,Chile,Defence,2307.203,0.91292
2020,Chile,Public order and safety,4674.161,1.84949
2020,Chile,"Recreation, culture and religion",751.579,0.29739
2020,China,Total function,5041627.784,34.32541
2020,China,"Agriculture, forestry, fishing and hunting",357503.724,2.43403
2020,China,"Mining, manufacturing and construction",23000.631,0.1566
2020,China,Transport,245540.812,1.67174
2020,China,Communication,12324.735,0.08391
2020,China,Fuel and energy,17050.133,0.11608
2020,China,Environment protection,108872.531,0.74125
2020,China,Housing and community amenities,327588.21,2.23035
2020,China,Health,425225.179,2.8951
2020,China,Education,531032.254,3.61548
2020,China,Social protection,1298786.012,8.84265
2020,China,General public services,459289.507,3.12703
2020,China,Defence,188189.219,1.28127
2020,China,Public order and safety,200889.256,1.36773
2020,China,"Recreation, culture and religion",61683.576,0.41997
2020,China,"General economic, commercial and labour affairs",132218.341,0.9002
2020,China,Other industries,119.301,0.00081
2020,China,RandD Economic affairs,103895.259,0.70736
2020,China,Economic affairs n.e.c.,548425.972,3.7339
2020,"China, Hong Kong SAR",Total function,111199.201,32.2382
2020,"China, Hong Kong SAR","Agriculture, forestry, fishing and hunting",154.694,0.04485
2020,"China, Hong Kong SAR","Mining, manufacturing and construction",3725.547,1.08009
2020,"China, Hong Kong SAR",Transport,4292.758,1.24453
2020,"China, Hong Kong SAR",Communication,193.367,0.05606
2020,"China, Hong Kong SAR",Fuel and energy,773.47,0.22424
2020,"China, Hong Kong SAR",Environment protection,3648.2,1.05766
2020,"China, Hong Kong SAR",Housing and community amenities,6058.848,1.75654
2020,"China, Hong Kong SAR",Health,13561.507,3.93167
2020,"China, Hong Kong SAR",Education,14257.63,4.13349
2020,"China, Hong Kong SAR",Social protection,14438.106,4.18581
2020,"China, Hong Kong SAR",General public services,5929.937,1.71917
2020,"China, Hong Kong SAR",Defence,0,0
2020,"China, Hong Kong SAR",Public order and safety,10996.165,3.18794
2020,"China, Hong Kong SAR","Recreation, culture and religion",3235.683,0.93807
2020,"China, Hong Kong SAR","General economic, commercial and labour affairs",28321.892,8.21091
2020,"China, Hong Kong SAR",Other industries,837.926,0.24293
2020,"China, Hong Kong SAR",RandD Economic affairs,773.47,0.22424
2020,"China, Hong Kong SAR",Economic affairs n.e.c.,0,0
2020,"China, Macao SAR",Total function,12459.771,48.69717
2020,"China, Macao SAR",Environment protection,246.115,0.9619
2020,"China, Macao SAR",Housing and community amenities,159.823,0.62464
2020,"China, Macao SAR",Health,1306.219,5.10516
2020,"China, Macao SAR",Education,1532.413,5.98921
2020,"China, Macao SAR",Social protection,3368.251,13.16431
2020,"China, Macao SAR",General public services,1100.681,4.30185
2020,"China, Macao SAR",Defence,0,0
2020,"China, Macao SAR",Public order and safety,1551.128,6.06235
2020,"China, Macao SAR","Recreation, culture and religion",323.006,1.26242
2020,Colombia,Total function,99370.095,36.76289
2020,Colombia,"Agriculture, forestry, fishing and hunting",535.88,0.19825
2020,Colombia,"Mining, manufacturing and construction",53.588,0.01983
2020,Colombia,Transport,4508.432,1.66794
2020,Colombia,Communication,238.44,0.08821
2020,Colombia,Fuel and energy,194.324,0.07189
2020,Colombia,Environment protection,1398.431,0.51736
2020,Colombia,Housing and community amenities,1467.717,0.543
2020,Colombia,Health,17497.037,6.47319
2020,Colombia,Education,12265.166,4.53761
2020,Colombia,Social protection,30148.146,11.15359
2020,Colombia,General public services,15007.359,5.55211
2020,Colombia,Defence,3415.29,1.26352
2020,Colombia,Public order and safety,6404.042,2.36923
2020,Colombia,"Recreation, culture and religion",1600.875,0.59226
2020,Colombia,"General economic, commercial and labour affairs",3144.914,1.16349
2020,Colombia,Other industries,49.258,0.01822
2020,Colombia,RandD Economic affairs,0,0
2020,Colombia,Economic affairs n.e.c.,383.506,0.14188
2020,Cook Islands,Total function,107.945,38.09008
2020,Cook Islands,Environment protection,4.36,1.5384
2020,Cook Islands,Housing and community amenities,2.482,0.87593
2020,Cook Islands,Health,9.133,3.22257
2020,Cook Islands,Education,9.284,3.27612
2020,Cook Islands,Social protection,14.184,5.00491
2020,Cook Islands,General public services,42.882,15.13165
2020,Cook Islands,Public order and safety,5.098,1.79904
2020,Cook Islands,"Recreation, culture and religion",1.274,0.44965
2020,Costa Rica,Total function,23044.729,37.07443
2020,Costa Rica,"Agriculture, forestry, fishing and hunting",213.109,0.34285
2020,Costa Rica,"Mining, manufacturing and construction",204.116,0.32838
2020,Costa Rica,Transport,1005.868,1.61824
2020,Costa Rica,Communication,20.062,0.03228
2020,Costa Rica,Fuel and energy,0.943,0.00152
2020,Costa Rica,Environment protection,225.106,0.36215
2020,Costa Rica,Housing and community amenities,462.263,0.74369
2020,Costa Rica,Health,4665.12,7.50526
2020,Costa Rica,Education,4590.005,7.38441
2020,Costa Rica,Social protection,6201.757,9.97741
2020,Costa Rica,General public services,3381.149,5.4396
2020,Costa Rica,Defence,0,0
2020,Costa Rica,Public order and safety,1644.975,2.64644
2020,Costa Rica,"Recreation, culture and religion",116.889,0.18805
2020,Costa Rica,"General economic, commercial and labour affairs",173.268,0.27875
2020,Costa Rica,Other industries,42.549,0.06845
2020,Costa Rica,RandD Economic affairs,3.603,0.0058
2020,Costa Rica,Economic affairs n.e.c.,93.949,0.15114
2020,Croatia,Total function,4117.687,7.16468
2020,Croatia,"Agriculture, forestry, fishing and hunting",52.954,0.09214
2020,Croatia,"Mining, manufacturing and construction",9.475,0.01649
2020,Croatia,Transport,308.856,0.5374
2020,Croatia,Communication,4.067,0.00708
2020,Croatia,Fuel and energy,79.109,0.13765
2020,Croatia,Environment protection,99.098,0.17243
2020,Croatia,Housing and community amenities,118.008,0.20533
2020,Croatia,Health,643.573,1.1198
2020,Croatia,Education,426.306,0.74176
2020,Croatia,Social protection,1204.226,2.09533
2020,Croatia,General public services,421.511,0.73342
2020,Croatia,Defence,84.119,0.14637
2020,Croatia,Public order and safety,191.692,0.33354
2020,Croatia,"Recreation, culture and religion",118.988,0.20704
2020,Croatia,"General economic, commercial and labour affairs",300.693,0.5232
2020,Croatia,Other industries,43.837,0.07628
2020,Croatia,RandD Economic affairs,5.051,0.00879
2020,Croatia,Economic affairs n.e.c.,6.125,0.01066
2020,Cyprus,Total function,11150.804,44.58847
2020,Cyprus,"Agriculture, forestry, fishing and hunting",153.511,0.61384
2020,Cyprus,"Mining, manufacturing and construction",10.394,0.04156
2020,Cyprus,Transport,180.124,0.72026
2020,Cyprus,Communication,31.753,0.12697
2020,Cyprus,Fuel and energy,100.171,0.40055
2020,Cyprus,Environment protection,84.979,0.33981
2020,Cyprus,Housing and community amenities,371.899,1.4871
2020,Cyprus,Health,1484.855,5.93746
2020,Cyprus,Education,1442.594,5.76847
2020,Cyprus,Social protection,3352.688,13.40632
2020,Cyprus,General public services,1872.402,7.48713
2020,Cyprus,Defence,472.869,1.89085
2020,Cyprus,Public order and safety,457.564,1.82965
2020,Cyprus,"Recreation, culture and religion",223.185,0.89245
2020,Cyprus,"General economic, commercial and labour affairs",798.167,3.19161
2020,Cyprus,Other industries,98,0.39187
2020,Cyprus,RandD Economic affairs,15.534,0.06211
2020,Cyprus,Economic affairs n.e.c.,0.114,0.00046
2020,Czechia,Total function,116146.185,47.21878
2020,Czechia,"Agriculture, forestry, fishing and hunting",1301.322,0.52905
2020,Czechia,"Mining, manufacturing and construction",21.198,0.00862
2020,Czechia,Transport,10016.954,4.07235
2020,Czechia,Communication,47.436,0.01928
2020,Czechia,Fuel and energy,2223.328,0.90389
2020,Czechia,Environment protection,2217.081,0.90135
2020,Czechia,Housing and community amenities,1606.962,0.6533
2020,Czechia,Health,22969.033,9.33797
2020,Czechia,Education,12458.332,5.06489
2020,Czechia,Social protection,35240.766,14.327
2020,Czechia,General public services,11446.236,4.65342
2020,Czechia,Defence,2505.66,1.01867
2020,Czechia,Public order and safety,5245.57,2.13257
2020,Czechia,"Recreation, culture and religion",3537.79,1.43827
2020,Czechia,"General economic, commercial and labour affairs",3469.329,1.41044
2020,Czechia,Other industries,715.201,0.29076
2020,Czechia,RandD Economic affairs,648.636,0.2637
2020,Czechia,Economic affairs n.e.c.,475.35,0.19325
2020,Denmark,Total function,190172.28,53.53611
2020,Denmark,"Agriculture, forestry, fishing and hunting",641.838,0.18069
2020,Denmark,"Mining, manufacturing and construction",2.751,0.00077
2020,Denmark,Transport,7290.72,2.05244
2020,Denmark,Communication,29.807,0.00839
2020,Denmark,Fuel and energy,1593.665,0.44864
2020,Denmark,Environment protection,1434.237,0.40376
2020,Denmark,Housing and community amenities,567.397,0.15973
2020,Denmark,Health,31853.738,8.96726
2020,Denmark,Education,22660.127,6.37914
2020,Denmark,Social protection,79765.341,22.45504
2020,Denmark,General public services,22425.495,6.31308
2020,Denmark,Defence,4151.998,1.16884
2020,Denmark,Public order and safety,3554.946,1.00077
2020,Denmark,"Recreation, culture and religion",6007.656,1.69124
2020,Denmark,"General economic, commercial and labour affairs",7394.05,2.08153
2020,Denmark,Other industries,318.702,0.08972
2020,Denmark,RandD Economic affairs,448.018,0.12612
2020,Denmark,Economic affairs n.e.c.,31.947,0.00899
2020,El Salvador,Total function,8756.8,35.65035
2020,El Salvador,"Agriculture, forestry, fishing and hunting",99,0.40304
2020,El Salvador,"Mining, manufacturing and construction",41.8,0.17017
2020,El Salvador,Transport,245.3,0.99866
2020,El Salvador,Communication,31.8,0.12946
2020,El Salvador,Fuel and energy,136.7,0.55653
2020,El Salvador,Environment protection,41.5,0.16895
2020,El Salvador,Housing and community amenities,164.8,0.67093
2020,El Salvador,Health,1225.6,4.98962
2020,El Salvador,Education,1039.3,4.23116
2020,El Salvador,Social protection,1255.5,5.11134
2020,El Salvador,General public services,3004.1,12.23018
2020,El Salvador,Defence,212.1,0.86349
2020,El Salvador,Public order and safety,819,3.33428
2020,El Salvador,"Recreation, culture and religion",36.6,0.149
2020,El Salvador,"General economic, commercial and labour affairs",234.7,0.9555
2020,El Salvador,Other industries,21.3,0.08672
2020,El Salvador,RandD Economic affairs,36.6,0.149
2020,El Salvador,Economic affairs n.e.c.,111.1,0.45231
2020,Estonia,Total function,14075.854,44.86986
2020,Estonia,"Agriculture, forestry, fishing and hunting",129.297,0.41216
2020,Estonia,"Mining, manufacturing and construction",4.683,0.01493
2020,Estonia,Transport,951.221,3.03222
2020,Estonia,Communication,13.021,0.04151
2020,Estonia,Fuel and energy,35.408,0.11287
2020,Estonia,Environment protection,210.393,0.67067
2020,Estonia,Housing and community amenities,126.67,0.40379
2020,Estonia,Health,2057.552,6.5589
2020,Estonia,Education,2010.608,6.40925
2020,Estonia,Social protection,4611.046,14.69872
2020,Estonia,General public services,1247.164,3.97561
2020,Estonia,Defence,752.25,2.39796
2020,Estonia,Public order and safety,617.814,1.96942
2020,Estonia,"Recreation, culture and religion",633.462,2.0193
2020,Estonia,"General economic, commercial and labour affairs",509.419,1.62389
2020,Estonia,Other industries,55.054,0.1755
2020,Estonia,RandD Economic affairs,74.7,0.23812
2020,Estonia,Economic affairs n.e.c.,35.979,0.11469
2020,Finland,Total function,155484.872,57.18631
2020,Finland,"Agriculture, forestry, fishing and hunting",1983.995,0.7297
2020,Finland,"Mining, manufacturing and construction",114.22,0.04201
2020,Finland,Transport,6822.337,2.50921
2020,Finland,Communication,3.427,0.00126
2020,Finland,Fuel and energy,501.424,0.18442
2020,Finland,Environment protection,620.212,0.22811
2020,Finland,Housing and community amenities,893.197,0.32851
2020,Finland,Health,20735.428,7.62635
2020,Finland,Education,15919.929,5.85524
2020,Finland,Social protection,69343.868,25.50422
2020,Finland,General public services,22823.363,8.39428
2020,Finland,Defence,3796.66,1.39639
2020,Finland,Public order and safety,3150.177,1.15861
2020,Finland,"Recreation, culture and religion",4087.92,1.50351
2020,Finland,"General economic, commercial and labour affairs",2322.085,0.85405
2020,Finland,Other industries,142.775,0.05251
2020,Finland,RandD Economic affairs,2223.856,0.81792
2020,Finland,Economic affairs n.e.c.,0,0
2020,France,Total function,1622890.484,61.33956
2020,France,"Agriculture, forestry, fishing and hunting",5865.177,0.22168
2020,France,"Mining, manufacturing and construction",716.157,0.02707
2020,France,Transport,57325.681,2.16671
2020,France,Communication,717.299,0.02711
2020,France,Fuel and energy,14300.295,0.5405
2020,France,Environment protection,27381.867,1.03494
2020,France,Housing and community amenities,31489.205,1.19018
2020,France,Health,235197.596,8.88964
2020,France,Education,143177.709,5.41161
2020,France,Social protection,716871.975,27.09524
2020,France,General public services,151907.514,5.74157
2020,France,Defence,50575.302,1.91157
2020,France,Public order and safety,46740.949,1.76664
2020,France,"Recreation, culture and religion",37530.28,1.41851
2020,France,"General economic, commercial and labour affairs",64879.023,2.4522
2020,France,Other industries,12994.765,0.49116
2020,France,RandD Economic affairs,22872.477,0.8645
2020,France,Economic affairs n.e.c.,2349.497,0.0888
2020,Georgia,Total function,5747.283,36.26869
2020,Georgia,"Agriculture, forestry, fishing and hunting",149.115,0.941
2020,Georgia,"Mining, manufacturing and construction",6.015,0.03796
2020,Georgia,Transport,737.082,4.65141
2020,Georgia,Communication,0,0
2020,Georgia,Fuel and energy,26.343,0.16624
2020,Georgia,Environment protection,112.994,0.71306
2020,Georgia,Housing and community amenities,257.509,1.62503
2020,Georgia,Health,582.178,3.67388
2020,Georgia,Education,693.531,4.37658
2020,Georgia,Social protection,1513.598,9.55168
2020,Georgia,General public services,587.774,3.7092
2020,Georgia,Defence,293.18,1.85013
2020,Georgia,Public order and safety,474.973,2.99736
2020,Georgia,"Recreation, culture and religion",185.621,1.17138
2020,Georgia,"General economic, commercial and labour affairs",54.326,0.34283
2020,Georgia,Other industries,105.725,0.66718
2020,Georgia,RandD Economic affairs,0.193,0.00122
2020,Germany,Total function,1960710.974,50.40817
2020,Germany,"Agriculture, forestry, fishing and hunting",8301.481,0.21342
2020,Germany,"Mining, manufacturing and construction",6550.495,0.16841
2020,Germany,Transport,68591.161,1.76342
2020,Germany,Communication,790.4,0.02032
2020,Germany,Fuel and energy,6380.307,0.16403
2020,Germany,Environment protection,26392.725,0.67853
2020,Germany,Housing and community amenities,18634.93,0.47909
2020,Germany,Health,325455.075,8.36717
2020,Germany,Education,180188.289,4.63248
2020,Germany,Social protection,841656.9,21.63827
2020,Germany,General public services,236509.979,6.08047
2020,Germany,Defence,43807.79,1.12626
2020,Germany,Public order and safety,66311.337,1.70481
2020,Germany,"Recreation, culture and religion",44237.255,1.1373
2020,Germany,"General economic, commercial and labour affairs",56032.715,1.44055
2020,Germany,Other industries,11506.484,0.29582
2020,Germany,RandD Economic affairs,11274.618,0.28986
2020,Germany,Economic affairs n.e.c.,8089.033,0.20796
2020,Greece,Total function,112772.448,59.69133
2020,Greece,"Agriculture, forestry, fishing and hunting",905.762,0.47943
2020,Greece,"Mining, manufacturing and construction",375.783,0.1989
2020,Greece,Transport,3946.288,2.0888
2020,Greece,Communication,327.81,0.17351
2020,Greece,Fuel and energy,36.55,0.01935
2020,Greece,Environment protection,3088.498,1.63477
2020,Greece,Housing and community amenities,507.135,0.26843
2020,Greece,Health,12692.083,6.71802
2020,Greece,Education,8492.228,4.495
2020,Greece,Social protection,42569.649,22.53245
2020,Greece,General public services,15845.687,8.38725
2020,Greece,Defence,4847.48,2.56581
2020,Greece,Public order and safety,4492.257,2.37779
2020,Greece,"Recreation, culture and religion",2073.086,1.0973
2020,Greece,"General economic, commercial and labour affairs",9826.313,5.20114
2020,Greece,Other industries,69.674,0.03688
2020,Greece,RandD Economic affairs,0,0
2020,Greece,Economic affairs n.e.c.,2676.165,1.41652
2020,Guatemala,Total function,13971.755,17.99881
2020,Guatemala,"Agriculture, forestry, fishing and hunting",106.606,0.13733
2020,Guatemala,"Mining, manufacturing and construction",2.475,0.00319
2020,Guatemala,Transport,817.426,1.05303
2020,Guatemala,Communication,6.683,0.00861
2020,Guatemala,Fuel and energy,68.989,0.08887
2020,Guatemala,Environment protection,275.203,0.35452
2020,Guatemala,Housing and community amenities,354.26,0.45637
2020,Guatemala,Health,1724.386,2.2214
2020,Guatemala,Education,2662.113,3.42941
2020,Guatemala,Social protection,3145.733,4.05242
2020,Guatemala,General public services,2786.868,3.59012
2020,Guatemala,Defence,218.094,0.28095
2020,Guatemala,Public order and safety,1436.085,1.85001
2020,Guatemala,"Recreation, culture and religion",186.957,0.24084
2020,Guatemala,"General economic, commercial and labour affairs",126.073,0.16241
2020,Guatemala,Other industries,26.685,0.03438
2020,Guatemala,RandD Economic affairs,4.557,0.00587
2020,Guatemala,Economic affairs n.e.c.,22.621,0.02914
2020,Hungary,Total function,80293.315,51.08301
2020,Hungary,"Agriculture, forestry, fishing and hunting",882.804,0.56164
2020,Hungary,"Mining, manufacturing and construction",569.824,0.36253
2020,Hungary,Transport,7565.477,4.81319
2020,Hungary,Communication,77.228,0.04913
2020,Hungary,Fuel and energy,576.88,0.36701
2020,Hungary,Environment protection,1191.052,0.75775
2020,Hungary,Housing and community amenities,1401.843,0.89186
2020,Hungary,Health,10011.011,6.36906
2020,Hungary,Education,7488.515,4.76423
2020,Hungary,Social protection,21198.927,13.48686
2020,Hungary,General public services,12685.676,8.07069
2020,Hungary,Defence,1715.437,1.09137
2020,Hungary,Public order and safety,3351.301,2.13211
2020,Hungary,"Recreation, culture and religion",6176.771,3.92969
2020,Hungary,"General economic, commercial and labour affairs",3784.655,2.40782
2020,Hungary,Other industries,1071.262,0.68154
2020,Hungary,RandD Economic affairs,467.495,0.29742
2020,Hungary,Economic affairs n.e.c.,77.157,0.04909
2020,Iceland,Total function,11029.795,50.84102
2020,Iceland,"Agriculture, forestry, fishing and hunting",154.779,0.71344
2020,Iceland,"Mining, manufacturing and construction",3.71,0.0171
2020,Iceland,Transport,638.387,2.9426
2020,Iceland,Communication,10.339,0.04765
2020,Iceland,Fuel and energy,33.491,0.15437
2020,Iceland,Environment protection,173.423,0.79938
2020,Iceland,Housing and community amenities,142.748,0.65799
2020,Iceland,Health,1858.387,8.5661
2020,Iceland,Education,1751.074,8.07144
2020,Iceland,Social protection,3013.729,13.89156
2020,Iceland,General public services,1622.293,7.47784
2020,Iceland,Defence,18.064,0.08327
2020,Iceland,Public order and safety,345.329,1.59177
2020,Iceland,"Recreation, culture and religion",749.139,3.4531
2020,Iceland,"General economic, commercial and labour affairs",306.509,1.41283
2020,Iceland,Other industries,38.28,0.17645
2020,Iceland,RandD Economic affairs,82.824,0.38177
2020,Iceland,Economic affairs n.e.c.,87.289,0.40235
2020,India,Total function,850750.546,31.83704
2020,India,Environment protection,562.27,0.02104
2020,India,Housing and community amenities,64816.641,2.42559
2020,India,Health,42594.014,1.59397
2020,India,Education,131101.495,4.90612
2020,India,Social protection,62045.909,2.3219
2020,India,General public services,130710.818,4.8915
2020,India,Defence,73508.743,2.75087
2020,India,Public order and safety,47179.534,1.76557
2020,India,"Recreation, culture and religion",4647.868,0.17393
2020,Indonesia,Total function,205730.225,19.43255
2020,Indonesia,Environment protection,2902.188,0.27413
2020,Indonesia,Housing and community amenities,13669.608,1.29118
2020,Indonesia,Health,21670.799,2.04695
2020,Indonesia,Education,36959.092,3.49102
2020,Indonesia,Social protection,21565.465,2.037
2020,Indonesia,General public services,52930.615,4.99964
2020,Indonesia,Defence,9388.705,0.88682
2020,Indonesia,Public order and safety,11897.105,1.12376
2020,Indonesia,"Recreation, culture and religion",1579.981,0.14924
2020,Ireland,Total function,116449.794,27.34511
2020,Ireland,"Agriculture, forestry, fishing and hunting",1128.535,0.26501
2020,Ireland,"Mining, manufacturing and construction",188.931,0.04437
2020,Ireland,Transport,4617.602,1.08432
2020,Ireland,Communication,56.607,0.01329
2020,Ireland,Fuel and energy,626.78,0.14718
2020,Ireland,Environment protection,1637.201,0.38445
2020,Ireland,Housing and community amenities,2872.954,0.67464
2020,Ireland,Health,23581.929,5.53758
2020,Ireland,Education,13831.412,3.24794
2020,Ireland,Social protection,42311.387,9.9357
2020,Ireland,General public services,10738.163,2.52157
2020,Ireland,Defence,1041.82,0.24464
2020,Ireland,Public order and safety,4018.703,0.94368
2020,Ireland,"Recreation, culture and religion",2197.094,0.51593
2020,Ireland,"General economic, commercial and labour affairs",6333.763,1.48731
2020,Ireland,Other industries,443.355,0.10411
2020,Ireland,RandD Economic affairs,657.528,0.1544
2020,Ireland,Economic affairs n.e.c.,166.03,0.03899
2020,Israel,Total function,187612.05,46.08491
2020,Israel,"Agriculture, forestry, fishing and hunting",604.182,0.14841
2020,Israel,"Mining, manufacturing and construction",450.214,0.11059
2020,Israel,Transport,10790.018,2.65045
2020,Israel,Communication,32.161,0.0079
2020,Israel,Fuel and energy,236.419,0.05807
2020,Israel,Environment protection,2414.082,0.59299
2020,Israel,Housing and community amenities,1088.37,0.26735
2020,Israel,Health,25731.225,6.3206
2020,Israel,Education,28999.625,7.12345
2020,Israel,Social protection,53043.984,13.02969
2020,Israel,General public services,16398.909,4.02822
2020,Israel,Defence,21523.154,5.28693
2020,Israel,Public order and safety,6805.278,1.67164
2020,Israel,"Recreation, culture and religion",5500.659,1.35118
2020,Israel,"General economic, commercial and labour affairs",12883.129,3.1646
2020,Israel,Other industries,526.931,0.12943
2020,Israel,RandD Economic affairs,855.451,0.21013
2020,Italy,Total function,1077655.176,56.81572
2020,Italy,"Agriculture, forestry, fishing and hunting",5862.093,0.30906
2020,Italy,"Mining, manufacturing and construction",10454.064,0.55116
2020,Italy,Transport,38225.192,2.01529
2020,Italy,Communication,943.568,0.04975
2020,Italy,Fuel and energy,15520.161,0.81825
2020,Italy,Environment protection,18582.388,0.97969
2020,Italy,Housing and community amenities,9491.992,0.50043
2020,Italy,Health,149262.188,7.86934
2020,Italy,Education,80755.549,4.25756
2020,Italy,Social protection,475917.711,25.09115
2020,Italy,General public services,151201.637,7.97159
2020,Italy,Defence,25791.93,1.35979
2020,Italy,Public order and safety,37935.759,2.00003
2020,Italy,"Recreation, culture and religion",15290.465,0.80614
2020,Italy,"General economic, commercial and labour affairs",20575.521,1.08477
2020,Italy,Other industries,9887.192,0.52127
2020,Italy,RandD Economic affairs,10557.89,0.55663
2020,Italy,Economic affairs n.e.c.,1399.876,0.0738
2020,Japan,Total function,2380619.944,47.23351
2020,Japan,"Agriculture, forestry, fishing and hunting",48987.314,0.97195
2020,Japan,"Mining, manufacturing and construction",11358.508,0.22536
2020,Japan,Transport,81848.131,1.62394
2020,Japan,Communication,3616.966,0.07176
2020,Japan,Fuel and energy,11745.305,0.23304
2020,Japan,Environment protection,63854.148,1.26692
2020,Japan,Housing and community amenities,34906.248,0.69257
2020,Japan,Health,432408.154,8.57934
2020,Japan,Education,181697.737,3.60504
2020,Japan,Social protection,898263.407,17.82231
2020,Japan,General public services,194039.626,3.84991
2020,Japan,Defence,46282.551,0.91828
2020,Japan,Public order and safety,65225.261,1.29412
2020,Japan,"Recreation, culture and religion",20757.749,0.41185
2020,Japan,"General economic, commercial and labour affairs",216056.102,4.28674
2020,Japan,Other industries,56690.458,1.12479
2020,Japan,RandD Economic affairs,11062.558,0.21949
